kind,run,trainer,game,net,seed,steps_cfg,steps_done,complete,final_return,batch,n_envs,n_steps,n_minibatches,unroll,vec_workers,vec_threads,double_buffer,worker_device,learner_gpus,precision,compiled,ddp,env_threads,mps,node,cfg_hash,path
run,rr_impala_vvvvvv_s0,impala,vvvvvv,nature,0,100000000,99942400,True,95.407,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,ca42b4db,outputs/_rerun/rr_impala_vvvvvv_s0
run,rr_impala_vvvvvv_s1,impala,vvvvvv,nature,1,100000000,99942400,True,94.746,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,ca42b4db,outputs/_rerun/rr_impala_vvvvvv_s1
run,rr_impala_vvvvvv_s2,impala,vvvvvv,nature,2,100000000,99942400,True,94.831,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,ca42b4db,outputs/_rerun/rr_impala_vvvvvv_s2
run,rr_impalacnn_asteroids_s0,impala,asteroids,impala,0,100000000,99942400,True,1141.035,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,2c4a3d26,outputs/_rerun/rr_impalacnn_asteroids_s0
run,rr_impalacnn_asteroids_s1,impala,asteroids,impala,1,100000000,99942400,True,1123.562,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,2c4a3d26,outputs/_rerun/rr_impalacnn_asteroids_s1
run,rr_impalacnn_asteroids_s2,impala,asteroids,impala,2,100000000,99942400,True,1168.661,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,2c4a3d26,outputs/_rerun/rr_impalacnn_asteroids_s2
run,rr_impalacnn_breakout_s0,impala,breakout,impala,0,100000000,99942400,True,166.67,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,18850923,outputs/_rerun/rr_impalacnn_breakout_s0
run,rr_impalacnn_breakout_s1,impala,breakout,impala,1,100000000,99942400,True,120.061,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,18850923,outputs/_rerun/rr_impalacnn_breakout_s1
run,rr_impalacnn_breakout_s2,impala,breakout,impala,2,100000000,99942400,True,195.835,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,18850923,outputs/_rerun/rr_impalacnn_breakout_s2
run,rr_impalacnn_caveflyer_s0,impala,caveflyer,impala,0,100000000,99942400,True,3.857,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,0d003006,outputs/_rerun/rr_impalacnn_caveflyer_s0
run,rr_impalacnn_caveflyer_s1,impala,caveflyer,impala,1,100000000,99942400,True,3.954,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,0d003006,outputs/_rerun/rr_impalacnn_caveflyer_s1
run,rr_impalacnn_caveflyer_s2,impala,caveflyer,impala,2,100000000,99942400,True,3.837,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,0d003006,outputs/_rerun/rr_impalacnn_caveflyer_s2
run,rr_impalacnn_coinrun_s0,impala,coinrun,impala,0,100000000,99942400,True,138.308,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,b0dff1c8,outputs/_rerun/rr_impalacnn_coinrun_s0
run,rr_impalacnn_coinrun_s1,impala,coinrun,impala,1,100000000,99942400,True,124.656,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,b0dff1c8,outputs/_rerun/rr_impalacnn_coinrun_s1
run,rr_impalacnn_coinrun_s2,impala,coinrun,impala,2,100000000,99942400,True,126.046,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,b0dff1c8,outputs/_rerun/rr_impalacnn_coinrun_s2
run,rr_impalacnn_flappy_bird_s0,impala,flappy_bird,impala,0,100000000,99942400,True,0.0,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,53626fba,outputs/_rerun/rr_impalacnn_flappy_bird_s0
run,rr_impalacnn_flappy_bird_s1,impala,flappy_bird,impala,1,100000000,99942400,True,0.0,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,53626fba,outputs/_rerun/rr_impalacnn_flappy_bird_s1
run,rr_impalacnn_flappy_bird_s2,impala,flappy_bird,impala,2,100000000,99942400,True,0.0,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,53626fba,outputs/_rerun/rr_impalacnn_flappy_bird_s2
run,rr_impalacnn_plunder_s0,impala,plunder,impala,0,100000000,99942400,True,5.025,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,a94b8428,outputs/_rerun/rr_impalacnn_plunder_s0
run,rr_impalacnn_plunder_s1,impala,plunder,impala,1,100000000,99942400,True,5.051,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,a94b8428,outputs/_rerun/rr_impalacnn_plunder_s1
run,rr_impalacnn_plunder_s2,impala,plunder,impala,2,100000000,99942400,True,4.967,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,a94b8428,outputs/_rerun/rr_impalacnn_plunder_s2
run,rr_impalacnn_seaquest_s0,impala,seaquest,impala,0,100000000,99942400,True,533.106,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,1b7f8243,outputs/_rerun/rr_impalacnn_seaquest_s0
run,rr_impalacnn_seaquest_s1,impala,seaquest,impala,1,100000000,99942400,True,533.949,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,1b7f8243,outputs/_rerun/rr_impalacnn_seaquest_s1
run,rr_impalacnn_seaquest_s2,impala,seaquest,impala,2,100000000,99942400,True,516.627,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,1b7f8243,outputs/_rerun/rr_impalacnn_seaquest_s2
run,rr_impalacnn_vvvvvv_s0,impala,vvvvvv,impala,0,100000000,99942400,True,372.22,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,516ebaf1,outputs/_rerun/rr_impalacnn_vvvvvv_s0
run,rr_impalacnn_vvvvvv_s1,impala,vvvvvv,impala,1,100000000,99942400,True,329.424,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,516ebaf1,outputs/_rerun/rr_impalacnn_vvvvvv_s1
run,rr_impalacnn_vvvvvv_s2,impala,vvvvvv,impala,2,100000000,99942400,True,369.71,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,516ebaf1,outputs/_rerun/rr_impalacnn_vvvvvv_s2
run,rr_ppo_asteroids_s0,ppo,asteroids,nature,0,100000000,99999744,True,436.642,,192,128,8,,,,,,,fp32,False,,0,,,3acc163e,outputs/_rerun/rr_ppo_asteroids_s0
run,rr_ppo_asteroids_s1,ppo,asteroids,nature,1,100000000,99999744,True,807.883,,192,128,8,,,,,,,fp32,False,,0,,,3acc163e,outputs/_rerun/rr_ppo_asteroids_s1
run,rr_ppo_asteroids_s2,ppo,asteroids,nature,2,100000000,99999744,True,806.32,,192,128,8,,,,,,,fp32,False,,0,,,3acc163e,outputs/_rerun/rr_ppo_asteroids_s2
run,rr_ppo_breakout_s0,ppo,breakout,nature,0,100000000,99999744,True,209.05,,192,128,8,,,,,,,fp32,False,,0,,,edd3f25f,outputs/_rerun/rr_ppo_breakout_s0
run,rr_ppo_breakout_s1,ppo,breakout,nature,1,100000000,99999744,True,262.738,,192,128,8,,,,,,,fp32,False,,0,,,edd3f25f,outputs/_rerun/rr_ppo_breakout_s1
run,rr_ppo_breakout_s2,ppo,breakout,nature,2,100000000,99999744,True,263.098,,192,128,8,,,,,,,fp32,False,,0,,,edd3f25f,outputs/_rerun/rr_ppo_breakout_s2
run,rr_ppo_caveflyer_s0,ppo,caveflyer,nature,0,100000000,99999744,True,3.819,,192,128,8,,,,,,,fp32,False,,0,,,a4d053f0,outputs/_rerun/rr_ppo_caveflyer_s0
run,rr_ppo_caveflyer_s1,ppo,caveflyer,nature,1,100000000,99999744,True,3.681,,192,128,8,,,,,,,fp32,False,,0,,,a4d053f0,outputs/_rerun/rr_ppo_caveflyer_s1
run,rr_ppo_caveflyer_s2,ppo,caveflyer,nature,2,100000000,99999744,True,3.606,,192,128,8,,,,,,,fp32,False,,0,,,a4d053f0,outputs/_rerun/rr_ppo_caveflyer_s2
run,rr_ppo_coinrun_s0,ppo,coinrun,nature,0,100000000,99999744,True,41.51,,192,128,8,,,,,,,fp32,False,,0,,,f7f334cb,outputs/_rerun/rr_ppo_coinrun_s0
run,rr_ppo_coinrun_s1,ppo,coinrun,nature,1,100000000,99999744,True,49.336,,192,128,8,,,,,,,fp32,False,,0,,,f7f334cb,outputs/_rerun/rr_ppo_coinrun_s1
run,rr_ppo_coinrun_s2,ppo,coinrun,nature,2,100000000,99999744,True,31.973,,192,128,8,,,,,,,fp32,False,,0,,,f7f334cb,outputs/_rerun/rr_ppo_coinrun_s2
run,rr_ppo_flappy_bird_s0,ppo,flappy_bird,nature,0,100000000,99999744,True,27.856,,192,128,8,,,,,,,fp32,False,,0,,,8d916355,outputs/_rerun/rr_ppo_flappy_bird_s0
run,rr_ppo_flappy_bird_s1,ppo,flappy_bird,nature,1,100000000,99999744,True,27.825,,192,128,8,,,,,,,fp32,False,,0,,,8d916355,outputs/_rerun/rr_ppo_flappy_bird_s1
run,rr_ppo_flappy_bird_s2,ppo,flappy_bird,nature,2,100000000,99999744,True,27.904,,192,128,8,,,,,,,fp32,False,,0,,,8d916355,outputs/_rerun/rr_ppo_flappy_bird_s2
run,rr_ppo_plunder_s0,ppo,plunder,nature,0,100000000,99999744,True,6.243,,192,128,8,,,,,,,fp32,False,,0,,,dac28e74,outputs/_rerun/rr_ppo_plunder_s0
run,rr_ppo_plunder_s1,ppo,plunder,nature,1,100000000,99999744,True,7.016,,192,128,8,,,,,,,fp32,False,,0,,,dac28e74,outputs/_rerun/rr_ppo_plunder_s1
run,rr_ppo_plunder_s2,ppo,plunder,nature,2,100000000,99999744,True,5.648,,192,128,8,,,,,,,fp32,False,,0,,,dac28e74,outputs/_rerun/rr_ppo_plunder_s2
run,rr_ppo_seaquest_s0,ppo,seaquest,nature,0,100000000,99999744,True,269.869,,192,128,8,,,,,,,fp32,False,,0,,,de8e5274,outputs/_rerun/rr_ppo_seaquest_s0
run,rr_ppo_seaquest_s1,ppo,seaquest,nature,1,100000000,99999744,True,305.726,,192,128,8,,,,,,,fp32,False,,0,,,de8e5274,outputs/_rerun/rr_ppo_seaquest_s1
run,rr_ppo_seaquest_s2,ppo,seaquest,nature,2,100000000,99999744,True,397.012,,192,128,8,,,,,,,fp32,False,,0,,,de8e5274,outputs/_rerun/rr_ppo_seaquest_s2
run,rr_ppo_vvvvvv_s0,ppo,vvvvvv,nature,0,100000000,99999744,True,131.897,,192,128,8,,,,,,,fp32,False,,0,,,d329c834,outputs/_rerun/rr_ppo_vvvvvv_s0
run,rr_ppo_vvvvvv_s1,ppo,vvvvvv,nature,1,100000000,99999744,True,554.483,,192,128,8,,,,,,,fp32,False,,0,,,d329c834,outputs/_rerun/rr_ppo_vvvvvv_s1
run,rr_ppo_vvvvvv_s2,ppo,vvvvvv,nature,2,100000000,99999744,True,302.195,,192,128,8,,,,,,,fp32,False,,0,,,d329c834,outputs/_rerun/rr_ppo_vvvvvv_s2
run,asteroids,impala,asteroids,impala,0,1000000000000,42598400,False,964.542,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,3d1d3132,outputs/bench_train_suite/asteroids
run,bigfish,impala,bigfish,impala,0,1000000000000,75366400,False,12.153,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,57c8c5b0,outputs/bench_train_suite/bigfish
run,bossfight,impala,bossfight,impala,0,1000000000000,75366400,False,36.901,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,dd6087be,outputs/bench_train_suite/bossfight
run,breakout,impala,breakout,impala,0,1000000000000,42598400,False,223.024,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,24141c15,outputs/bench_train_suite/breakout
run,caveflyer,impala,caveflyer,impala,0,1000000000000,42598400,False,3.587,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,cb3af67c,outputs/bench_train_suite/caveflyer
run,chaser,impala,chaser,impala,0,1000000000000,42598400,False,95.719,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,70e77643,outputs/bench_train_suite/chaser
run,climber,impala,climber,impala,0,1000000000000,42598400,False,-1.785,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,207bf741,outputs/bench_train_suite/climber
run,coinrun,impala,coinrun,impala,0,1000000000000,42598400,False,118.092,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,0980b4cb,outputs/bench_train_suite/coinrun
run,dodgeball,impala,dodgeball,impala,0,1000000000000,42598400,False,0.798,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,3b2eb084,outputs/bench_train_suite/dodgeball
run,freeway,impala,freeway,impala,0,1000000000000,42614784,False,0.0,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,b93bfefd,outputs/bench_train_suite/freeway
run,frostbite,impala,frostbite,impala,0,1000000000000,41009152,False,246.243,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,ffcf8893,outputs/bench_train_suite/frostbite
run,fruitbot,impala,fruitbot,impala,0,1000000000000,40976384,False,5.596,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,268c57fd,outputs/bench_train_suite/fruitbot
run,heist,impala,heist,impala,0,1000000000000,42598400,False,44.436,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,925c13c1,outputs/bench_train_suite/heist
run,jumper,impala,jumper,impala,0,1000000000000,42598400,False,4.948,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,988a5340,outputs/bench_train_suite/jumper
run,leaper,impala,leaper,impala,0,1000000000000,42598400,False,15.46,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,8a764863,outputs/bench_train_suite/leaper
run,maze,impala,maze,impala,0,1000000000000,31145984,False,0.0,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,5127c2f1,outputs/bench_train_suite/maze
run,miner,impala,miner,impala,0,1000000000000,42598400,False,8.332,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,505a7102,outputs/bench_train_suite/miner
run,ninja,impala,ninja,impala,0,1000000000000,75366400,False,11.332,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,65b4f4de,outputs/bench_train_suite/ninja
run,plunder,impala,plunder,nature,0,1000000000000,0,False,,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,5becb4c1,outputs/bench_train_suite/plunder
run,pong,impala,pong,impala,0,1000000000000,77004800,False,78.022,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,2b7aecd8,outputs/bench_train_suite/pong
run,qbert,impala,qbert,impala,0,1000000000000,40976384,False,287.584,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,9dbde485,outputs/bench_train_suite/qbert
run,seaquest,impala,seaquest,impala,0,1000000000000,40976384,False,464.795,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,0428bdf5,outputs/bench_train_suite/seaquest
run,space_invaders,impala,space_invaders,impala,0,1000000000000,40976384,False,390.341,256,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,4144153c,outputs/bench_train_suite/space_invaders
run,starpilot,impala,starpilot,impala,0,1000000000000,75366400,False,14.479,256,,,,64,12,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,ccdaefc4,outputs/bench_train_suite/starpilot
run,impala_34450737,impala,bigfish,nature,0,60000000,0,False,,128,,,,64,8,4,True,cuda:1,,bf16,True,,,,,9e5989a6,outputs/impala_34450737
run,impala_34452920,impala,bigfish,nature,0,60000000,60014592,True,9.431,128,,,,64,8,4,True,cuda:1,,bf16,True,,,,,3d6182ba,outputs/impala_34452920
run,impala_34459362,impala,bigfish,nature,0,200000000,199925760,True,18.841,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,de7c07c1,outputs/impala_34459362
run,impala_34580389,impala,bigfish,nature,0,150000000,149553152,True,16.556,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,2da824c2,outputs/impala_34580389
run,impala_34580390,impala,bigfish,nature,0,150000000,149602304,True,17.149,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,2da824c2,outputs/impala_34580390
run,impala_34580391,impala,bigfish,nature,0,150000000,149553152,True,17.67,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,2da824c2,outputs/impala_34580391
run,impala_34582587,impala,plunder,nature,0,120000000,119881728,True,4.977,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,c8dcd5ba,outputs/impala_34582587
run,impala_34584329,impala,bossfight,nature,0,110000000,109461504,True,39.059,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,3676e2de,outputs/impala_34584329
run,impala_34584350,impala,ninja,nature,0,110000000,109912064,True,11.404,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,64c94b3c,outputs/impala_34584350
run,impala_34584351,impala,starpilot,nature,0,110000000,109936640,True,9.195,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,4b46d418,outputs/impala_34584351
run,impala_34584352,impala,leaper,nature,0,110000000,109445120,True,24.817,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,0c83c820,outputs/impala_34584352
run,impala_34584381,impala,heist,nature,0,110000000,109772800,True,21.258,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,5b7daeb8,outputs/impala_34584381
run,impala_34584394,impala,dodgeball,nature,0,110000000,110002176,True,0.738,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,ca77edfd,outputs/impala_34584394
run,impala_34584395,impala,jumper,nature,0,110000000,109993984,True,4.881,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,7847d074,outputs/impala_34584395
run,impala_34584396,impala,maze,nature,0,110000000,109035520,True,0.0,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,c8742db0,outputs/impala_34584396
run,impala_34584397,impala,caveflyer,nature,0,110000000,109502464,True,3.081,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,6135a321,outputs/impala_34584397
run,impala_34584398,impala,chaser,nature,0,110000000,109371392,True,81.992,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,8a054642,outputs/impala_34584398
run,impala_34584399,impala,climber,nature,0,110000000,109977600,True,0.074,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,1fbc2021,outputs/impala_34584399
run,impala_34584400,impala,fruitbot,nature,0,110000000,109404160,True,6.163,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,a75e8a30,outputs/impala_34584400
run,impala_34584401,impala,coinrun,nature,0,110000000,109993984,True,139.862,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,9310930e,outputs/impala_34584401
run,impala_34584422,impala,miner,nature,0,110000000,109502464,True,6.454,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,dc9e3a2f,outputs/impala_34584422
run,impala_34584423,impala,pong,nature,0,110000000,109445120,True,99.542,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,ceee8927,outputs/impala_34584423
run,impala_34584424,impala,freeway,nature,0,110000000,109453312,True,0.0,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,171a2437,outputs/impala_34584424
run,impala_34584425,impala,seaquest,nature,0,110000000,109428736,True,359.136,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,2a3ef716,outputs/impala_34584425
run,impala_34584426,impala,space_invaders,nature,0,110000000,109977600,True,389.732,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,e793a28e,outputs/impala_34584426
run,impala_34584427,impala,asteroids,nature,0,110000000,109805568,True,798.807,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,d1a60ca9,outputs/impala_34584427
run,impala_34584428,impala,frostbite,nature,0,110000000,109780992,True,253.786,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,e132623d,outputs/impala_34584428
run,impala_34584429,impala,breakout,nature,0,110000000,109379584,True,238.55,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,3071642b,outputs/impala_34584429
run,impala_34584430,impala,qbert,nature,0,110000000,109936640,True,319.83,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,8c9dc694,outputs/impala_34584430
run,impala_34597593,impala,bigfish,nature,0,150000000,149651456,True,16.299,128,,,,64,15,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,baa35b67,outputs/impala_34597593
run,impala_34603289,impala,bigfish,nature,0,150000000,149733376,True,14.125,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",,bf16,True,,,,,0f91af35,outputs/impala_34603289
run,impala_34604260,impala,bigfish,nature,0,250000000,0,False,,256,,,,64,10,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,65697957,outputs/impala_34604260
run,impala_34605437,impala,bigfish,nature,0,250000000,0,False,,256,,,,64,10,5,True,"cuda:2,cuda:3",2,bf16,True,,,,,65697957,outputs/impala_34605437
run,impala_34652334,impala,bigfish,nature,0,150000000,149520384,True,14.237,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,b94212c7,outputs/impala_34652334
run,impala_34652336,impala,bigfish,nature,0,150000000,149192704,True,14.566,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,b94212c7,outputs/impala_34652336
run,impala_34652348,impala,bigfish,nature,0,150000000,149192704,True,13.435,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,b94212c7,outputs/impala_34652348
run,impala_34652482,impala,plunder,nature,0,150000000,149176320,True,5.055,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,3050df0f,outputs/impala_34652482
run,impala_34652483,impala,bossfight,nature,0,150000000,149225472,True,35.225,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,6294fa6d,outputs/impala_34652483
run,impala_34652485,impala,ninja,nature,0,150000000,149176320,True,11.401,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,b09efdb1,outputs/impala_34652485
run,impala_34652486,impala,starpilot,nature,0,150000000,149241856,True,9.352,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,cb2f2f2d,outputs/impala_34652486
run,impala_34652487,impala,leaper,nature,0,150000000,149127168,True,25.253,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,8c83e5f2,outputs/impala_34652487
run,impala_34652488,impala,heist,nature,0,150000000,149159936,True,21.628,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,748f428d,outputs/impala_34652488
run,impala_34652489,impala,dodgeball,nature,0,150000000,149241856,True,0.739,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,93c1d622,outputs/impala_34652489
run,impala_34652490,impala,jumper,nature,0,150000000,149585920,True,4.844,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,8ce2bb28,outputs/impala_34652490
run,impala_34652491,impala,maze,nature,0,150000000,149225472,True,0.0,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,7d6dd314,outputs/impala_34652491
run,impala_34652494,impala,caveflyer,nature,0,150000000,149749760,True,3.19,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,8f97b6e4,outputs/impala_34652494
run,impala_34652495,impala,chaser,nature,0,150000000,149422080,True,84.63,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,821481d3,outputs/impala_34652495
run,impala_34652496,impala,climber,nature,0,150000000,149192704,True,0.189,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,46a43a50,outputs/impala_34652496
run,impala_34652497,impala,fruitbot,nature,0,150000000,149291008,True,5.855,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,98c9f8b5,outputs/impala_34652497
run,impala_34652499,impala,coinrun,nature,0,150000000,149225472,True,128.521,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,43963834,outputs/impala_34652499
run,impala_34652500,impala,miner,nature,0,150000000,149225472,True,6.31,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,40eb99d6,outputs/impala_34652500
run,impala_34652502,impala,pong,nature,0,150000000,149209088,True,99.478,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,fc9e3901,outputs/impala_34652502
run,impala_34652503,impala,freeway,nature,0,150000000,149225472,True,0.0,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,8565275d,outputs/impala_34652503
run,impala_34652504,impala,seaquest,nature,0,150000000,149143552,True,345.127,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,ce00f70b,outputs/impala_34652504
run,impala_34652505,impala,space_invaders,nature,0,150000000,149209088,True,389.236,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,7708c155,outputs/impala_34652505
run,impala_34652506,impala,asteroids,nature,0,150000000,149127168,True,775.283,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,1000e681,outputs/impala_34652506
run,impala_34652507,impala,frostbite,nature,0,150000000,150028288,True,252.7,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,45593347,outputs/impala_34652507
run,impala_34652508,impala,breakout,nature,0,150000000,149372928,True,181.654,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,4213664a,outputs/impala_34652508
run,impala_34652510,impala,qbert,nature,0,150000000,149159936,True,319.863,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,1765a2d9,outputs/impala_34652510
run,impala_34783847,impala,bigfish,nature,1,150000000,149209088,True,14.727,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,506b0eef,outputs/impala_34783847
run,impala_34783848,impala,bigfish,nature,2,150000000,149585920,True,15.549,256,,,,64,12,5,True,"cuda:1,cuda:2,cuda:3",1,bf16,True,,,,,2d80133c,outputs/impala_34783848
